Length,price_clean,cluster
6.4,25000.0,0
7.45,25000.0,0
9.81,25000.0,0
7.5,25000.0,0
6.7,25000.0,0
2.85,25000.0,0
6.5,25000.0,0
7.62,25000.0,0
7.65,25000.0,0
7.38,25000.0,0
10.6,25000.0,0
6.1,28000.0,0
8.05,28000.0,0
5.3,25900.0,0
6.43,25900.0,0
8.05,25900.0,0
7.49,25900.0,0
7.14,25900.0,0
4.89,25900.0,0
6.0,25900.0,0
9.9,25900.0,0
8.26,25900.0,0
6.7,25900.0,0
10.3,25900.0,0
6.77,25900.0,0
8.26,25900.0,0
7.6,25900.0,0
6.6,26800.0,0
6.82,199000.0,0
5.1,28900.0,0
4.98,28900.0,0
2.32,28900.0,0
5.0,28900.0,0
8.1,28900.0,0
6.5,26700.0,0
6.48,26700.0,0
6.5,26700.0,0
6.1,26620.0,0
6.15,28500.0,0
5.3,28700.0,0
6.59,26537.0,0
6.77,26537.0,0
6.42,27300.0,0
4.6,29500.0,0
5.47,29500.0,0
8.43,29500.0,0
9.1,29500.0,0
6.3,29500.0,0
5.95,27284.0,0
5.95,27284.0,0
6.12,27236.0,0
5.07,27120.0,0
5.97,27118.0,0
6.28,29200.0,0
9.8,27000.0,0
9.5,27000.0,0
9.75,27000.0,0
6.6,27925.0,0
7.52,27900.0,0
6.08,27900.0,0
5.99,27900.0,0
6.5,27900.0,0
6.05,27900.0,0
6.25,27900.0,0
8.25,27900.0,0
8.78,27900.0,0
9.1,27900.0,0
7.05,27900.0,0
7.05,27900.0,0
5.7,29900.0,0
7.75,29900.0,0
6.9,27800.0,0
6.1,31000.0,0
5.3,30900.0,0
5.0,30900.0,0
6.43,28546.0,0
7.65,28500.0,0
8.25,28500.0,0
8.69,28500.0,0
9.2,28500.0,0
5.8,28500.0,0
6.5,28500.0,0
9.0,28500.0,0
5.38,28500.0,0
7.2,28500.0,0
8.83,28500.0,0
6.75,29000.0,0
7.0,29000.0,0
7.05,29000.0,0
7.4,29000.0,0
11.0,29000.0,0
6.86,29000.0,0
10.72,29000.0,0
8.05,29000.0,0
7.57,29000.0,0
9.2,29000.0,0
8.77,29000.0,0
10.0,29000.0,0
7.9,29000.0,0
7.01,29000.0,0
7.23,29000.0,0
7.77,29000.0,0
8.0,29900.0,0
7.85,29900.0,0
6.96,29900.0,0
9.1,29900.0,0
8.23,29900.0,0
5.6,29800.0,0
5.21,29800.0,0
6.26,29800.0,0
9.4,29750.0,0
5.07,29650.0,0
5.65,32000.0,0
8.75,220000.0,0
7.5,29500.0,0
7.5,30000.0,0
9.5,30000.0,0
8.01,30000.0,0
8.13,30000.0,0
7.8,30000.0,0
10.0,30000.0,0
7.0,30000.0,0
9.4,30000.0,0
9.0,30000.0,0
5.87,30000.0,0
7.8,30000.0,0
10.2,30000.0,0
11.9,30000.0,0
6.7,29999.0,0
5.5,30900.0,0
10.0,30900.0,0
6.05,30825.0,0
5.7,30820.0,0
5.07,30820.0,0
6.05,30810.0,0
6.05,30781.0,0
7.8,33000.0,0
10.3,33000.0,0
5.7,30699.0,0
6.12,30645.0,0
5.6,33000.0,0
8.5,33000.0,0
6.03,32730.0,0
5.5,30500.0,0
7.8,32000.0,0
8.73,32000.0,0
7.0,32000.0,0
6.5,34500.0,0
9.0,31900.0,0
7.23,31900.0,0
7.62,31900.0,0
6.7,31900.0,0
5.2,31830.0,0
12.5,31800.0,0
6.12,34340.0,0
8.23,31690.0,0
10.8,34000.0,0
8.6,32500.0,0
6.5,32500.0,0
6.4,32500.0,0
7.6,32500.0,0
6.99,32500.0,0
39.13,32500.0,1
9.4,32500.0,0
10.8,32500.0,0
9.95,32500.0,0
8.85,32500.0,0
10.3,32500.0,0
11.5,32500.0,0
8.76,32500.0,0
11.65,32490.0,0
6.24,32490.0,0
7.3,33000.0,0
11.34,33000.0,0
6.3,33000.0,0
5.79,33000.0,0
9.28,33000.0,0
10.6,33000.0,0
7.62,33000.0,0
7.0,33000.0,0
7.23,33000.0,0
6.52,33000.0,0
8.05,33000.0,0
9.1,33000.0,0
6.1,33000.0,0
7.3,33000.0,0
8.39,33000.0,0
8.5,33000.0,0
5.72,34000.0,0
6.17,34000.0,0
7.65,34000.0,0
9.2,34000.0,0
7.3,34000.0,0
7.5,34000.0,0
7.92,34000.0,0
6.8,33950.0,0
7.1,33950.0,0
7.45,33900.0,0
7.9,33900.0,0
9.5,33900.0,0
8.0,33900.0,0
8.46,33900.0,0
5.64,33900.0,0
5.5,34900.0,0
6.4,34900.0,0
7.5,34900.0,0
8.44,34900.0,0
7.45,34900.0,0
7.49,34900.0,0
9.0,34900.0,0
7.0,34900.0,0
8.0,34900.0,0
6.82,34900.0,0
11.7,34900.0,0
13.0,34900.0,0
6.4,34828.0,0
7.75,34800.0,0
7.0,34800.0,0
7.92,35000.0,0
6.83,35000.0,0
6.23,35000.0,0
9.3,35000.0,0
6.15,35000.0,0
8.25,35000.0,0
7.25,35000.0,0
8.35,35000.0,0
7.6,35000.0,0
7.75,35000.0,0
9.7,35000.0,0
6.35,35000.0,0
9.69,35000.0,0
9.95,35000.0,0
9.5,35000.0,0
9.7,35000.0,0
6.2,35499.0,0
5.94,35450.0,0
5.56,35419.0,0
6.9,35400.0,0
5.7,35250.0,0
5.75,35200.0,0
5.75,35200.0,0
6.02,35160.0,0
11.5,38000.0,0
7.3,38000.0,0
7.16,38000.0,0
5.3,38000.0,0
6.94,38000.0,0
6.55,35150.0,0
6.74,35115.0,0
6.58,37950.0,0
7.19,36414.0,0
7.74,36414.0,0
8.04,39000.0,0
7.8,39000.0,0
6.8,36300.0,0
6.0,270000.0,0
5.73,39220.0,0
6.6,39200.0,0
6.6,36250.0,0
6.02,39170.0,0
5.8,36228.0,0
5.0,269000.0,0
7.5,39000.0,0
6.65,39000.0,0
7.15,38950.0,0
7.87,36000.0,0
6.06,40459.0,0
7.8,40000.0,0
6.74,40290.0,0
6.8,39900.0,0
5.94,40040.0,0
7.15,40000.0,0
6.4,37000.0,0
5.66,37000.0,0
8.1,37000.0,0
6.43,37000.0,0
7.8,37000.0,0
7.28,37000.0,0
7.3,37000.0,0
8.86,37000.0,0
7.32,37000.0,0
8.4,38000.0,0
7.36,38000.0,0
7.62,38000.0,0
6.0,38000.0,0
7.75,38000.0,0
6.23,38000.0,0
10.0,38000.0,0
7.75,38000.0,0
9.7,38000.0,0
8.99,38000.0,0
12.4,38000.0,0
6.5,38000.0,0
11.8,38000.0,0
7.8,38000.0,0
9.18,38000.0,0
8.85,38000.0,0
5.75,38900.0,0
6.5,38900.0,0
6.1,38900.0,0
8.35,38900.0,0
5.94,38900.0,0
9.0,38900.0,0
5.3,42000.0,0
6.4,42000.0,0
5.6,42000.0,0
6.0,289000.0,0
7.43,38794.0,0
7.43,38794.0,0
6.0,38748.0,0
5.56,38700.0,0
8.5,42000.0,0
9.0,42000.0,0
5.49,42270.0,0
6.05,39000.0,0
9.92,39000.0,0
8.6,39000.0,0
11.0,39000.0,0
9.3,39000.0,0
11.68,39000.0,0
9.14,39000.0,0
9.6,39000.0,0
9.45,39000.0,0
12.8,39000.0,0
8.5,39000.0,0
8.57,39000.0,0
6.22,39000.0,0
6.6,39888.0,0
8.1,39800.0,0
6.04,39800.0,0
6.1,43000.0,0
8.35,39750.0,0
6.4,39642.0,0
6.5,39600.0,0
6.5,42800.0,0
9.24,42800.0,0
7.8,39590.0,0
6.8,39500.0,0
8.6,39500.0,0
8.46,39500.0,0
9.14,39500.0,0
5.75,39999.0,0
6.1,39999.0,0
10.5,39990.0,0
5.94,39990.0,0
6.2,39990.0,0
10.92,39990.0,0
11.0,39990.0,0
9.8,39990.0,0
8.4,39950.0,0
7.2,39950.0,0
5.52,39922.0,0
9.0,39900.0,0
8.3,39900.0,0
8.38,39900.0,0
10.85,39900.0,0
7.76,40999.0,0
5.56,40900.0,0
8.8,40800.0,0
6.5,40800.0,0
5.5,43990.0,0
6.65,40687.0,0
5.5,40650.0,0
5.1,43500.0,0
6.8,43800.0,0
8.45,40500.0,0
6.45,40465.0,0
5.7,40410.0,0
12.48,299000.0,0
6.0,299000.0,0
5.94,41900.0,0
10.0,41900.0,0
5.23,41900.0,0
5.99,41900.0,0
5.9,41900.0,0
5.7,41900.0,0
5.56,41900.0,0
6.1,41900.0,0
6.7,41890.0,0
8.0,41884.0,0
6.15,44900.0,0
6.0,41766.0,0
7.23,41666.0,0
5.7,45000.0,0
7.76,45000.0,0
7.47,45000.0,0
5.52,42500.0,0
12.5,42500.0,0
8.0,42500.0,0
7.88,42499.0,0
6.2,45900.0,0
6.65,42402.0,0
7.0,42300.0,0
8.2,42300.0,0
5.73,45700.0,0
5.99,42270.0,0
6.66,42200.0,0
7.23,42165.0,0
7.15,46517.0,0
6.88,46500.0,0
12.0,43000.0,0
6.7,43000.0,0
6.99,43000.0,0
9.85,43000.0,0
8.95,43000.0,0
5.23,43000.0,0
7.92,43000.0,0
6.97,43000.0,0
9.76,43000.0,0
8.1,43000.0,0
9.68,43000.0,0
7.34,43000.0,0
8.95,43000.0,0
10.2,43000.0,0
6.58,44000.0,0
9.83,44000.0,0
6.98,44000.0,0
7.48,44000.0,0
7.48,44000.0,0
8.5,44000.0,0
6.48,44000.0,0
9.18,44000.0,0
9.0,44000.0,0
7.7,44000.0,0
6.0,44000.0,0
7.64,44000.0,0
6.48,43999.0,0
6.55,47500.0,0
6.23,43904.0,0
6.63,44900.0,0
6.4,44900.0,0
6.35,44900.0,0
9.15,44900.0,0
5.7,44900.0,0
8.13,44900.0,0
6.8,44900.0,0
9.7,44900.0,0
7.39,44900.0,0
7.39,44900.0,0
9.0,48500.0,0
6.65,48500.0,0
7.05,44839.0,0
14.5,44800.0,0
9.5,44800.0,0
7.44,45000.0,0
8.04,45000.0,0
6.1,45000.0,0
8.23,45000.0,0
11.25,45000.0,0
9.54,45000.0,0
8.79,45000.0,0
8.12,45000.0,0
8.58,45000.0,0
11.4,45000.0,0
6.4,45000.0,0
10.3,45000.0,0
7.25,45000.0,0
6.92,45000.0,0
6.1,45000.0,0
6.86,45000.0,0
8.9,49000.0,0
13.0,49000.0,0
5.75,48900.0,0
7.66,48500.0,0
6.0,48500.0,0
6.45,48790.0,0
10.0,335000.0,0
9.6,335000.0,0
9.92,45000.0,0
9.86,45000.0,0
8.0,45000.0,0
11.0,45000.0,0
9.3,45000.0,0
9.5,45000.0,0
8.54,45000.0,0
6.98,49990.0,0
5.7,49968.0,0
6.48,46200.0,0
5.3,49900.0,0
5.7,49900.0,0
6.64,49900.0,0
8.85,49900.0,0
6.1,49900.0,0
10.8,49900.0,0
6.48,46070.0,0
8.05,49800.0,0
8.8,46000.0,0
7.39,46000.0,0
11.02,46000.0,0
7.25,46000.0,0
7.07,46000.0,0
6.99,47100.0,0
6.4,50900.0,0
10.0,350000.0,0
9.14,47000.0,0
8.5,47000.0,0
7.62,47000.0,0
8.73,47000.0,0
9.28,47000.0,0
8.95,47000.0,0
9.02,47000.0,0
6.31,47000.0,0
9.25,47000.0,0
7.45,46955.0,0
10.0,46950.0,0
6.55,349000.0,0
11.98,48000.0,0
9.5,48000.0,0
13.55,48000.0,0
10.5,48000.0,0
10.22,48000.0,0
8.5,48000.0,0
8.78,48000.0,0
8.84,48000.0,0
7.74,48000.0,0
8.8,48000.0,0
5.74,48000.0,0
8.95,48000.0,0
9.54,48000.0,0
8.3,48000.0,0
8.0,48000.0,0
8.25,48000.0,0
9.5,49000.0,0
8.9,49000.0,0
11.4,49000.0,0
7.48,49000.0,0
6.95,49000.0,0
8.4,49000.0,0
7.92,49000.0,0
9.5,49000.0,0
7.99,49000.0,0
12.5,49000.0,0
9.5,49000.0,0
7.48,49000.0,0
9.17,49000.0,0
8.4,49000.0,0
19.9,49000.0,1
10.0,49000.0,0
7.12,49000.0,0
10.9,49500.0,0
10.9,49500.0,0
7.65,49500.0,0
10.5,49500.0,0
7.46,49499.0,0
8.23,49490.0,0
9.0,49450.0,0
10.0,49300.0,0
7.28,49300.0,0
6.95,49900.0,0
7.64,49900.0,0
5.4,49900.0,0
5.2,49900.0,0
5.6,49900.0,0
6.5,49900.0,0
7.48,49900.0,0
6.35,49890.0,0
5.99,53920.0,0
6.6,53900.0,0
5.94,49850.0,0
5.97,49850.0,0
10.0,49800.0,0
8.56,49800.0,0
8.12,49800.0,0
6.4,50000.0,0
29.7,50000.0,1
6.6,50000.0,0
12.33,50000.0,0
8.0,49999.0,0
5.97,49999.0,0
6.52,49999.0,0
8.8,49999.0,0
12.3,49995.0,0
10.5,49990.0,0
7.46,49980.0,0
5.99,49950.0,0
8.17,49950.0,0
7.26,49950.0,0
7.48,49949.0,0
6.96,50652.0,0
6.25,50590.0,0
7.23,50570.0,0
5.94,50460.0,0
10.4,375000.0,0
6.9,50337.0,0
6.71,50310.0,0
7.98,50200.0,0
6.86,50200.0,0
8.23,50199.0,0
7.15,54086.0,0
8.3,50000.0,0
11.7,50000.0,0
13.23,50000.0,0
9.78,50000.0,0
7.23,56270.0,0
6.77,52000.0,0
8.84,52000.0,0
11.98,52000.0,0
9.8,52000.0,0
10.86,52000.0,0
8.79,52000.0,0
9.8,52000.0,0
13.5,52000.0,0
11.37,52000.0,0
8.5,52000.0,0
13.8,52000.0,0
7.5,52000.0,0
8.84,52000.0,0
9.8,52000.0,0
10.85,52000.0,0
7.6,58100.0,0
7.4,58000.0,0
7.26,53648.0,0
6.0,399000.0,0
7.6,57500.0,0
5.99,53565.0,0
8.0,57900.0,0
9.0,53500.0,0
6.48,53499.0,0
6.55,57690.0,0
6.99,53100.0,0
10.34,395000.0,0
7.85,53049.0,0
10.6,53000.0,0
7.8,53000.0,0
11.0,54500.0,0
9.78,54500.0,0
9.45,54500.0,0
9.78,54500.0,0
7.48,54490.0,0
6.74,58900.0,0
5.94,54370.0,0
5.94,54370.0,0
5.94,54370.0,0
5.94,54370.0,0
6.99,54140.0,0
6.45,58500.0,0
6.2,54106.0,0
5.94,54070.0,0
8.88,55000.0,0
8.88,55000.0,0
7.62,55000.0,0
12.5,55000.0,0
9.11,55000.0,0
6.98,55000.0,0
8.2,55000.0,0
11.77,55000.0,0
7.7,55000.0,0
11.6,55000.0,0
8.23,55000.0,0
7.76,54999.0,0
10.9,59000.0,0
9.0,55000.0,0
9.2,55000.0,0
9.2,55000.0,0
8.26,55000.0,0
8.6,55000.0,0
11.34,55000.0,0
11.2,55000.0,0
7.5,55000.0,0
9.14,55000.0,0
11.15,55000.0,0
9.7,55000.0,0
11.6,55000.0,0
9.79,55000.0,0
9.5,55000.0,0
11.37,55000.0,0
10.3,55000.0,0
11.2,56000.0,0
9.3,56000.0,0
6.96,56000.0,0
11.4,56000.0,0
7.48,56000.0,0
8.36,56000.0,0
7.12,56000.0,0
8.7,56000.0,0
7.9,56000.0,0
7.12,56000.0,0
7.26,56000.0,0
7.64,56000.0,0
7.64,56000.0,0
7.26,56000.0,0
5.49,60454.0,0
8.13,62000.0,0
9.48,62000.0,0
8.4,57035.0,0
8.2,57000.0,0
9.98,57000.0,0
7.54,57000.0,0
9.2,57000.0,0
13.11,57000.0,0
13.49,57000.0,0
7.8,57000.0,0
9.78,57000.0,0
8.36,57000.0,0
10.19,57000.0,0
6.86,57000.0,0
6.41,57000.0,0
6.82,58100.0,0
6.0,58000.0,0
16.7,58000.0,1
10.61,58000.0,0
11.64,58000.0,0
11.0,58000.0,0
13.3,58000.0,0
9.45,58000.0,0
9.5,58000.0,0
14.8,58000.0,0
7.41,58000.0,0
9.84,58000.0,0
6.41,58000.0,0
8.5,58000.0,0
9.61,58000.0,0
10.4,58000.0,0
8.94,59000.0,0
7.49,59000.0,0
8.63,59000.0,0
12.0,59000.0,0
11.4,59000.0,0
11.4,59000.0,0
12.0,59000.0,0
12.0,59000.0,0
8.0,59000.0,0
8.87,59000.0,0
7.04,59000.0,0
9.6,59000.0,0
8.42,59000.0,0
7.63,59000.0,0
12.2,59000.0,0
11.3,59000.0,0
6.9,59500.0,0
22.35,59500.0,1
7.45,59500.0,0
9.6,59500.0,0
12.8,59500.0,0
11.44,59500.0,0
6.6,59500.0,0
7.25,59500.0,0
8.25,59500.0,0
14.5,59500.0,0
7.4,59500.0,0
8.1,59425.0,0
7.9,59330.0,0
6.1,63800.0,0
6.75,63800.0,0
12.5,59000.0,0
8.47,59900.0,0
10.1,59900.0,0
8.2,59900.0,0
7.25,59900.0,0
6.5,59900.0,0
9.5,59900.0,0
9.85,59900.0,0
6.6,59900.0,0
11.5,59900.0,0
10.8,59900.0,0
10.85,59900.0,0
6.48,59900.0,0
7.0,59900.0,0
6.3,59900.0,0
10.5,59900.0,0
7.3,59900.0,0
6.55,60040.0,0
6.55,60040.0,0
6.55,60040.0,0
6.55,60040.0,0
9.1,60000.0,0
10.73,60000.0,0
9.0,60000.0,0
11.6,60000.0,0
8.5,60000.0,0
11.6,60000.0,0
9.35,60000.0,0
9.9,60000.0,0
14.82,60000.0,0
23.9,60000.0,1
9.4,60000.0,0
8.1,62100.0,0
10.0,62000.0,0
7.62,62000.0,0
11.99,62000.0,0
7.9,62000.0,0
9.1,62000.0,0
17.5,62000.0,1
11.02,62000.0,0
7.4,61980.0,0
7.48,61950.0,0
7.41,61900.0,0
7.48,61900.0,0
6.2,66740.0,0
6.1,61713.0,0
8.5,66000.0,0
6.55,63380.0,0
6.55,63380.0,0
10.5,68000.0,0
6.8,68448.0,0
7.98,63300.0,0
6.45,63006.0,0
10.97,63000.0,0
12.09,63000.0,0
12.09,63000.0,0
6.8,63000.0,0
6.55,63000.0,0
10.56,63000.0,0
9.18,63000.0,0
10.54,63000.0,0
7.13,63000.0,0
9.0,63000.0,0
11.05,64500.0,0
16.26,64500.0,0
7.9,64500.0,0
10.72,64500.0,0
7.1,64490.0,0
6.48,64490.0,0
6.9,69714.0,0
6.0,479000.0,0
7.42,479000.0,0
7.18,64375.0,0
7.01,69000.0,0
8.74,69000.0,0
6.94,69500.0,0
6.95,69500.0,0
7.9,64260.0,0
7.48,64082.0,0
